tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
8523.51.00,Solid-state non-volatile storage devices,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.51.00.00,Solid-state non-volatile storage devices,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.52.00.00,"""Smart cards""",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.59.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.59.00.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8507.60.90.00,Other,NMB,7 %,,,,Free,Free,7 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8507.80,Other accumulators,,,,,,,,,,,,,,,,,,,,,,,,,,
8507.80.10.00,"Alkaline or lithium cells having welded connectors or designed to receive welded connectors, for use in electronic lock systems or in components thereof; Low discharge types, for use in the manufacture, maintenance or repair of buoys or beacons for the Government of Canada",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8507.80.20.00,For use as the primary source of electrical power for electrically-powered vehicles of subheading 8703.80 or 8703.90,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8507.80.90.00,Other,NMB,7 %,,,,Free,Free,7 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8507.90.00.00,Parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.08,Vacuum cleaners.,,,,,,,,,,,,,,,,,,,,,,,,,,
8508.1,With self-contained electric motor:,,,,,,,,,,,,,,,,,,,,,,,,,,
8508.11.00.00,"Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 litres",NMB,8 %,,,,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8508.19.00.00,Other,NMB,7.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8508.60.00.00,Other vacuum cleaners,NMB,7.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8508.70.00,Parts,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8508.70.00.00,Parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8509.90.90.00,Other,-,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.10,"Shavers, hair clippers and hair-removing appliances, with self-contained electric motor.",,,,,,,,,,,,,,,,,,,,,,,,,,
8510.10.00.00,Shavers,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8510.20,Hair clippers,,,,,,,,,,,,,,,,,,,,,,,,,,
8510.20.10.00,"For cutting pet hair; Alternating current-powered, for cutting human hair",NMB,6 %,,,,Free,Free,2.5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8510.20.90.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8510.30.00.00,Hair-removing appliances,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8510.90.00.00,Parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.11,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cut-outs of a kind used in conjunction with such engines.",,,,,,,,,,,,,,,,,,,,,,,,,,
8511.10.00.00,Sparking plugs,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8511.20.00.00,Ignition magnetos; magneto-dynamos; magnetic flywheels,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8511.30.00,Distributors; ignition coils,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8511.30.00.10,Distributors,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8511.30.00.20,Ignition coils,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8512.30.90.00,Other,-,6.5 %,,,,Free,Free,6.5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8512.40.00.00,"Windscreen wipers, defrosters and demisters",-,6 %,,,,Free,Free,6 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8512.90.00,Parts,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8512.90.00.10,Of lighting equipment,-,,,,,,,,,,,,,,,,,,,,,,,,,
8512.90.00.20,Of signalling equipment,-,,,,,,,,,,,,,,,,,,,,,,,,,
8512.90.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
85.13,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.",,,,,,,,,,,,,,,,,,,,,,,,,,
8513.10,Lamps,,,,,,,,,,,,,,,,,,,,,,,,,,
8513.10.10.00,Flashlights; Miners' safety lamps,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8513.10.90.00,Other,NMB,7 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8513.90,Parts,,,,,,,,,,,,,,,,,,,,,,,,,,
8513.90.10.00,Of flashlights and miners' safety lamps,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8513.90.90.00,Other,-,3.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.14,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.,,,,,,,,,,,,,,,,,,,,,,,,,,
8514.10.00.00,Resistance heated furnaces and ovens,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.60.90,Other,,8 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.60.90.10,Counter-top appliances,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8516.60.90.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8516.7,Other electro-thermic appliances:,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.71,Coffee or tea makers,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.71.10.00,Coffee makers,NMB,9 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.71.20.00,Tea makers,NMB,8 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.72,Toasters,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.72.10.00,Automatic,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.72.90.00,Other,NMB,6 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.79,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.79.10.00,Fabric steamers,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.79.90.00,Other,NMB,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.80.00,Electric heating resistors,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.80.00.10,"Designed for cooking, of a kind used for domestic purposes",-,,,,,,,,,,,,,,,,,,,,,,,,,
8516.80.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8516.90,Parts,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.90.10.00,Housings for hand-drying apparatus,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.20.00,Housings and steel bases for electric smoothing irons,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.30.00,"Assemblies for microwave ovens, incorporating at least two of the following: cooking chamber, space structural supporting chassis, door or outer case",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.40.00,Printed circuit assemblies for microwave ovens,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.50.00,"Cooking chambers, whether or not assembled, for ovens or cookers",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.60.00,"Top surface panels, whether or not with heating elements or controls, for ovens or cookers",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.70.00,"Door assemblies, for ovens or cookers, incorporating at least two of the following: inner panel, outer panel, window or insulation",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.8,Housings for toasters:,,,,,,,,,,,,,,,,,,,,,,,,,,
8516.90.81.00,For automatic toasters,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.82.00,For other toasters,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8516.90.90.70,For ovens or cookers,-,,,,,,,,,,,,,,,,,,,,,,,,,
8516.90.90.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
85.17,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.",,,,,,,,,,,,,,,,,,,,,,,,,,
8517.1,"Telephone sets, including telephones for cellular networks or for other wireless networks:",,,,,,,,,,,,,,,,,,,,,,,,,,
8517.11.00,Line telephone sets with cordless handsets,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.11.00.10,With answering machine,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.11.00.20,Without answering machine,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.12.00,Telephones for cellular networks or for other wireless networks,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.12.00.30,Cellular telephones,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.12.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.18.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.18.00.10,Videophones,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.18.00.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8517.18.00.91,"Line telephone sets with corded handsets, with answering machine",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.18.00.92,"Line telephone sets with corded handsets, without answering machine",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.18.00.99,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.6,"Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network):",,,,,,,,,,,,,,,,,,,,,,,,,,
8517.61.00.00,Base stations,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.62.00,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.62.00.30,"Modems, including facsimile modems, of a kind used with data processing machines of heading 84.71",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.62.00.40,Other modems,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.62.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8517.69.00,Other,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8517.69.00.10,Facsimile apparatus;Other telephonic or telegraphic apparatus,-,,,,,,,,,,,,,,,,,,,,,,,,,
8517.69.00.20,"Receivers for calling, alerting or paging",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.69.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8517.70.00.00,Parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.18,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets.",,,,,,,,,,,,,,,,,,,,,,,,,,
8518.10.00.00,Microphones and stands therefor,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.2,"Loudspeakers, whether or not mounted in their enclosures:",,,,,,,,,,,,,,,,,,,,,,,,,,
8518.21.00.00,"Single loudspeakers, mounted in their enclosures",NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.22.00.00,"Multiple loudspeakers, mounted in the same enclosure",NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.29.00,Other,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.29.00.00,Other,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.30,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,,,,,,,,,,,,,,,,,,,,,,,,,
8518.30.10.00,Telephone handsets,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.30.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.30.90.10,"Headphones, including earphones, and telephone headsets",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8518.30.90.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8518.40.00,Audio-frequency electric amplifiers,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.40.00.00,Audio-frequency electric amplifiers,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.50.00.00,Electric sound amplifier sets,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.90.00,Parts,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8518.90.00.00,Parts,-,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.19,Sound recording or reproducing apparatus.,,,,,,,,,,,,,,,,,,,,,,,,,,
8519.20,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,,,,,,,,,,,,,,,,,,,,,,,,,
8519.20.10.00,Coin- or token-operated record-players,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.20.90.00,Other,NMB,5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.30,Turntables (record-decks),,,,,,,,,,,,,,,,,,,,,,,,,,
8519.30.10.00,With automatic record changing mechanism,NMB,3.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.30.90.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.50.00.00,Telephone answering machines,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.8,Other apparatus:,,,,,,,,,,,,,,,,,,,,,,,,,,
8519.81.00,"Using magnetic, optical or semiconductor media",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.81.00.00,"Using magnetic, optical or semiconductor media",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.89.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8519.89.00.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.21,"Video recording or reproducing apparatus, whether or not incorporating a video tuner.",,,,,,,,,,,,,,,,,,,,,,,,,,
8521.10.00.00,Magnetic tape-type,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8521.90.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8521.90.00.10,Laser video disc players,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8521.90.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.4,Optical media:,,,,,,,,,,,,,,,,,,,,,,,,,,
8523.41.00,Unrecorded,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.41.00.00,Unrecorded,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.49.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.49.00.1,"Recorded discs, for laser reading systems, for reproducing phenomena other than sound or image:",,,,,,,,,,,,,,,,,,,,,,,,,,
8523.49.00.11,"Prepackaged software, for automatic data processing machines, of a kind sold at retail",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.49.00.12,Customized software,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.49.00.18,Other software,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.49.00.19,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.49.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8523.80.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8523.80.00.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.25,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders.",,,,,,,,,,,,,,,,,,,,,,,,,,
8525.50.00,Transmission apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8525.50.00.10,For television,-,,,,,,,,,,,,,,,,,,,,,,,,,
8525.50.00.30,For aircraft,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8525.50.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8525.60.00,Transmission apparatus incorporating reception apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8525.60.00.40,For aircraft,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8525.60.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8525.80.00,"Television cameras, digital cameras and video camera recorders",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8525.80.00.40,Television cameras,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8525.80.00.50,Digital cameras and video camera recorders,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
85.26,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus.",,,,,,,,,,,,,,,,,,,,,,,,,,
8527.13.00,Other apparatus combined with sound recording or reproducing apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.13.00.00,Other apparatus combined with sound recording or reproducing apparatus,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.19.00.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.2,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles:",,,,,,,,,,,,,,,,,,,,,,,,,,
8527.21.00.00,Combined with sound recording or reproducing apparatus,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.29.00.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8527.91.00,Combined with sound recording or reproducing apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.91.00.00,Combined with sound recording or reproducing apparatus,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.5,Other monitors:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.52.00.00,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.59,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.59.1,For use in the manufacture of lightwave transmission systems:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.59.11.00,High definition,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.59.19.00,Other,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.59.20.00,Black and white or other monochrome,NMB,6 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.59.30.00,"Incomplete or unfinished colour monitors, including assemblies for monitors consisting of video intermeidate (IF) amplifying and detecting systems, video processing and amplification systems, synchronizing and deflection circuitry and audio detection and amplification systems plus a power supply, but not incorporating a flat panel screen or similar display;Other, having a single picture tube intended for direct viewing (non-projection type);Other, with flat panel screen",NMB,6 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.59.90.00,Other,NMB,6 %,,Free,Free,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8526.10.00,Radar apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8526.10.00.10,For aircraft,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.10.00.20,For boats or ships,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.10.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
