|TARIFF|,|EFF_DATE|,|CHANGE|,|SUB_CHAP|,|DESC1|,|DESC2|,|DESC3|,|FOOTNOTE|,|UOM|,|MFN|,|GT|,|AUT|,|NZT|,|CCCT|,|LDCT|,|GPT|,|UST|,|MT|,|MUST|,|CIAT|,|CT|,|CRT|,|IT|,|NT|,|SLT|,|PT|,|COLT|,|JT|,|PAT|,|HNT|,|KRT|,|CEUT|,|UAT|,|CPTPT|,|row_id|
|8703.80.00.90|,1/1/2017 0:00:00,0.00,||,|Other (including crossovers, sport utility vehicles and passenger vans)|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16516
|8703.90.00.00|,1/1/2020 0:00:00,1.00,||,|Other
|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|2 %|,|3 %|,|2.5 %|,16517
|87.04|,1/1/1998 0:00:00,0.00,||,|Motor vehicles for the transport of goods.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16518
|8704.10.00|,1/1/1998 0:00:00,0.00,||,|Dumpers designed for off-highway use|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16519
|8704.10.00.10|,1/1/1998 0:00:00,0.00,||,|Cab chassis|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16520
|8704.10.00.2|,1/1/1998 0:00:00,0.00,,|Other rear dump:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16521
|8704.10.00.21|,1/1/1998 0:00:00,0.00,||,|With a capacity not exceeding 40.8 metric tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16522
|8704.10.00.22|,1/1/1998 0:00:00,0.00,||,|With a capacity exceeding 40.8 metric tonnes but not exceeding 
63.5 metric tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16523
|8704.10.00.23|,1/1/1998 0:00:00,0.00,||,|With a capacity exceeding 63.5 metric tonnes but not exceeding 
90.7 metric tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16524
|8704.10.00.24|,1/1/1998 0:00:00,0.00,||,|With a capacity exceeding 90.7 metric tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16525
|8704.10.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16526
|8704.2|,1/1/1998 0:00:00,0.00,,|Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel):|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16527
|8704.21|,1/1/2015 0:00:00,0.00,||,|g.v.w. not exceeding 5 tonnes
|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16528
|8704.21.10.00|,1/1/2020 0:00:00,1.00,||,|For conversion to ambulances|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16529
|8704.21.90|,1/1/2020 0:00:00,1.00,||,|Other|,,,||,||,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16530
|8704.21.90.10|,9/27/2012 0:00:00,0.00,||,|g.v.w. not exceeding 2 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16531
|8704.21.90.20|,9/27/2012 0:00:00,0.00,||,|g.v.w. exceeding 2 tonnes but not exceeding 3 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16532
|8704.21.90.30|,9/27/2012 0:00:00,0.00,||,|g.v.w. exceeding 3 tonnes but not exceeding 5 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16533
|8704.22.00|,1/1/2020 0:00:00,1.00,||,|g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes
|,,,||,||,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16534
|8704.22.00.10|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 5 tonnes but not exceeding 10 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16535
|8704.22.00.20|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 10 tonnes but not exceeding 12 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16536
|8704.22.00.30|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 12 tonnes but not exceeding 15 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16537
|8704.22.00.40|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 15 tonnes but not exceeding 20 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16538
|8704.23.00.00|,1/1/2020 0:00:00,1.00,||,|g.v.w. exceeding 20 tonnes
|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16539
|8704.3|,1/1/1998 0:00:00,0.00,,|Other, with spark-ignition internal combustion piston engine:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16540
|8704.31.00|,1/1/2020 0:00:00,1.00,||,|g.v.w. not exceeding 5 tonnes
|,,,||,||,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16541
|8704.31.00.10|,1/1/1998 0:00:00,0.00,||,|g.v.w. not exceeding 2.5 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16542
|8704.31.00.20|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 2.5 tonnes but not exceeding 5 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16543
|8704.32.00|,1/1/2020 0:00:00,1.00,||,|g.v.w. exceeding 5 tonnes
|,,,||,||,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|3 %|,16544
|8704.32.00.10|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 5 tonnes but not exceeding 10 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16545
|8704.32.00.20|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 10 tonnes but not exceeding 12 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16546
|8704.32.00.30|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 12 tonnes but not exceeding 15 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16547
|8704.32.00.40|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 15 tonnes but not exceeding 20 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16548
|8704.32.00.50|,1/1/1998 0:00:00,0.00,||,|g.v.w. exceeding 20 tonnes|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16549
|8704.90.00.00|,1/1/2020 0:00:00,1.00,||,|Other
|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|3 %|,16550
|87.05|,1/1/1998 0:00:00,0.00,||,|Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries (wreckers), crane lorries (mobile cranes), fire fighting vehicles, concrete mixer lorries (concrete-mixers), road sweeper lorries (road sweepers), spraying lorries (spraying vehicles), mobile workshops, mobile radiological units).|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16551
|8705.10|,1/1/1998 0:00:00,0.00,||,|Crane lorries (mobile cranes)|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16552
|8705.10.10.00|,1/1/2017 0:00:00,0.00,||,|Railway maintenance cranes equipped to travel both by road and rail, with a lifting capacity exceeding 36.3 tonnes but not exceeding 68 tonnes|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|6 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16553
|8705.10.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16554
|8705.10.90.10|,1/1/2017 0:00:00,0.00,||,|Cable-operated|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16555
|8705.10.90.90|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16556
|8705.20.00.00|,1/1/2017 0:00:00,0.00,||,|Mobile drilling derricks
|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16557
|8705.30.00.00|,1/1/2020 0:00:00,1.00,||,|Fire fighting vehicles
|,,,||,|NMB|,|6.7 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16558
|8705.40|,1/1/1998 0:00:00,0.00,||,|Concrete-mixer lorries (concrete-mixers)|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16559
|8705.40.10.00|,1/1/2020 0:00:00,1.00,||,|Transit type, with delivery conveyors|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16560
|8705.40.90.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16561
|8705.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16562
|8705.90.10.00|,1/1/2020 0:00:00,1.00,||,|Automotive towing trucks for a basic wrecker rating not exceeding 67,000 kg;
Cement trucks with mixing or pumping capabilities for the oil and gas industry, excluding concrete pumps with booms designed primarily for the construction industry;
Lorries equipped with:
aggregate spreaders;
carpet cleaning machinery;
coiled tubing systems for servicing oil wells;
combination vacuum and broom type sweepers;
furnace and duct cleaning machinery;
highway paint spraying machinery;
manlift baskets with a working height not exceeding 26.5 m;
oil or gas well logging units;
recovery vacuum tanks;
road surface patching machines; 
sand and salt spreaders;
scissor lifts;
sewer and catch basin cleaners;
snow blowers;
solid waste removal tanks, without compactors;
street cleaning flushers;
sweepers for airports; or
vacuum type sweeper-leaf loaders|,,,||,|NMB|,|6.1 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|4.4 %|,16563
|8714.95.00.00|,1/1/1998 0:00:00,0.00,||,|Saddles|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16772
|8714.96.00.00|,1/1/1998 0:00:00,0.00,||,|Pedals and crank-gear, and parts thereof|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16773
|8714.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16774
|8714.99.10.00|,7/15/1998 0:00:00,0.00,||,|Bicycle wheels|,,,||,|-  |,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16775
|8714.99.90.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16776
|8715.00.00.00|,1/1/2012 0:00:00,0.00,||,|Baby carriages and parts thereof.|,,,||,|-  |,|8 %|,||,||,||,|Free|,|Free|,|5 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16777
|87.16|,1/1/1998 0:00:00,0.00,||,|Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16778
|8716.10.00|,1/1/1998 0:00:00,0.00,||,|Trailers and semi-trailers of the caravan type, for housing or camping|,,,||,||,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16779
|8716.10.00.10|,1/1/2017 0:00:00,0.00,||,|Used|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16780
|8716.10.00.20|,1/1/2017 0:00:00,0.00,||,|For housing|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16781
|8716.10.00.9|,1/1/2017 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16782
|8716.10.00.91|,1/1/2017 0:00:00,0.00,||,|Fifth wheel type|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16783
|8716.10.00.92|,1/1/2017 0:00:00,0.00,||,|Tent trailers|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16784
|8716.10.00.99|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16785
|8716.20|,1/1/1998 0:00:00,0.00,||,|Self-loading or self-unloading trailers and semi-trailers for agricultural purposes|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16786
|8716.20.10.00|,1/1/2017 0:00:00,0.00,||,|Automatic bale stacking wagons, grain carts and silage wagons|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16787
|8716.80.10.00|,1/1/1998 0:00:00,0.00,||,|For the transport of persons|,,,||,|NMB|,|4.5 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16804
|8716.80.20|,1/1/1998 0:00:00,0.00,||,|For the transport of goods|,,,||,||,|6.5 %|,||,||,||,|Free|,|Free|,|6.5 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16805
|8716.80.20.10|,1/1/1998 0:00:00,0.00,||,|Industrial hand trucks|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16806
|8716.80.20.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16807
|8716.90|,1/1/1998 0:00:00,0.00,||,|Parts|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16808
|8716.90.30.00|,12/31/2011 0:00:00,0.00,||,|For use in the manufacture of trailers and semi-trailers|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16809
|8716.90.9|,12/31/2011 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16810
|8716.90.91|,12/31/2011 0:00:00,0.00,||,|Brake drums, hubs and rotors for use in the manufacture or repair of brakes and brake assemblies mounted on axles for semi-trailers;
Double ball race turntables for use in the manufacture of self-steering axle assemblies for trailers;
Forage boxes for self-loading or self-unloading trailers and semi-trailers, for agricultural purposes;
Gravity discharge boxes for farm wagons;
Hitches and couplings, for use on the farm;
Parts for automatic bale stacking wagons, grain carts, silage wagons, or the header or swather transporters of subheading 8716.39|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16811
|8716.90.91.10|,12/31/2011 0:00:00,0.00,||,|Brake drums, hubs and rotors, for use in the manufacture or repair of brakes and brake assemblies mounted on axles, for semi-trailers|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16812
|8716.90.91.90|,12/31/2011 0:00:00,0.00,||,|Other|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16813
|8716.90.92.00|,1/1/2017 0:00:00,0.00,||,|Other parts for farm, logging or freight wagons, for trailers for self-propelled logging trucks or for other vehicles for the transport of persons|,,,||,|-  |,|4.5 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16814
|8716.90.99|,12/31/2011 0:00:00,0.00,||,|Other|,,,||,||,|6.5 %|,||,||,||,|Free|,|Free|,|6.5 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16815
|8716.90.99.10|,12/31/2011 0:00:00,0.00,||,|Axles and parts|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16816
|8716.90.99.90|,12/31/2011 0:00:00,0.00,||,|Other|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16817
|8801.00|,1/1/2007 0:00:00,0.00,||,|Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16818
|8801.00.10.00|,1/1/2007 0:00:00,0.00,||,|Captive balloons|,,,||,|NMB|,|11 %|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16819
|8802.40.00|,1/1/1998 0:00:00,0.00,||,|Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16838
|8802.40.00.1|,1/1/1998 0:00:00,0.00,,|New:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16839
|8802.40.00.16|,1/1/2012 0:00:00,0.00,||,|Passenger transports|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16840
|8802.40.00.19|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16841
|8802.40.00.20|,1/1/2012 0:00:00,0.00,||,|Used or rebuilt|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16842
|8802.60.00|,1/1/2019 0:00:00,0.00,||,|Spacecraft (including satellites) and suborbital and spacecraft launch vehicles|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16843
|8802.60.00.00|,1/1/2019 0:00:00,0.00,||,|Spacecraft (including satellites) and suborbital and spacecraft launch vehicles|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16844
|88.03|,1/1/2002 0:00:00,0.00,||,|Parts of goods of heading 88.01 or 88.02.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16849
|8803.10.00.00|,1/1/1998 0:00:00,0.00,||,|Propellers and rotors and parts thereof|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16850
|8803.20.00.00|,1/1/1998 0:00:00,0.00,||,|Under-carriages and parts thereof|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16851
|8803.30.00.00|,1/1/1998 0:00:00,0.00,||,|Other parts of airplanes or helicopters|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16852
|8803.90.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,16853
|8804.00|,1/1/1998 0:00:00,0.00,||,|Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16854
|8901.20.90.00|,1/1/2020 0:00:00,1.00,||,|Other|,,,||,|NMB|,|25 %|,||,||,||,|Free|,|Free|,|25 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|11 %|,|Free|,|Free|,|12.5 %|,16869
|8901.30.00.00|,1/1/2020 0:00:00,1.00,||,|Refrigerated vessels, other than those of subheading 8901.20|,,,||,|NMB|,|25 %|,||,||,||,|Free|,|Free|,|25 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|12.5 %|,16870
|8901.90|,1/1/1998 0:00:00,0.00,||,|Other vessels for the transport of goods and other vessels for the transport of both persons and goods|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,16871
